Font_Name,Font_Pv_Image,Title_Works_In_URL,Image,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63
Balsamiq_Sans,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAIAAAABACAAAAAD3vSCjAAABZklEQVR42u1X3XrFIAirvnjDk2c357hTaxELnds+c9cfawiQ4rYtLCz8GYAkZhIg5zIAn2GQrS/uv6ACSJLTFChMggkkawkOr4hVAI9JkGeXYBrNQHQO8njlYYICHF2DbdsljuvbBa1uWEwjyjnx9iCTGX1sH+VcJRgYvlntH8HgY9u+rjwjSABWXMz763WQzT0olk4sD0RSEolxsUPUuqqoYkZIDg7f1DvxpDm6OcjWDMBgg69QJdYrq6AUVVvq+N0IbQLQu6W6F1aCahk2tfET4AXQy5WRQLaV4LyZkZcwZcCvwGio0rm+fRzoS6Dpcl+B/fFsm1Ig6YgfP5A5Oh4+Hxhp+fZWD3ZBu0AQWifouC56ssA5lN3575yGAQcB5ccHJVzgZCHRGVDLkHFzsTZ98boTxwjkm04nrXeShJqmPtK25amz4DMidZ6D3qFlrbcIMf70dYj+boboGWVhYWFhYeGf4Qsk7+Wx5sVB1AAAAABJRU5ErkJggg==",False,<PIL.Image.Image image mode=L size=256x256 at 0x7958E393DF40>,17.745804,8.152596,22.132116,0.0,0.0,21.29283,0.0,12.400875,30.227114,0.0,18.072014,20.073847,25.142532,0.0,26.812092,24.039703,15.581074,9.388808,16.440273,35.01969,0.0,3.9585772,22.757826,27.920933,24.097738,18.837688,0.0,17.03393,31.193186,0.0,19.731068,20.14289,0.0,17.399687,22.98968,0.0,18.265852,7.454599,15.528815,19.258335,19.925648,0.0,16.750244,36.18082,0.0,11.417535,26.985886,33.262943,12.772045,24.968143,0.0,27.814795,0.0,30.206106,0.0,30.13132,0.0,15.452499,29.449196,32.40269,7.4636803,28.386549,21.737541,22.689106
Amatic_SC,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAIAAAABACAAAAAD3vSCjAAABH0lEQVR42u2YwW7DMAxDNWP/LerLuUM3bEcxEJt2EIHeXIcRn+S6EavVarUSBGJ8zw9lMcX1HR2lAI6qnndCgDRAcFwJgD2zUgQlrM1/yAD5+HRXGyK4tw1l/mucAYVBRPU4PI638kSQYhKYb0MYxkDfgD6DEbe2YTUtHFcT3H4cjx+b35O1OYvJiOBwBFARqMkILlU0RyvgYdAGIaYNpLR1OiogM+iJQCMBYwbgYtAF4fgoTs+9zFWBFLrhGBCQUG3PgSsRdHx8tsuaEdUbMQZcSADgQ517KUmyez/tHu8/e7cNcMwAfp+KhoE/djEF4bUmGPtFlFq9pG8efdPnT8LrT6+hCDQE8hVOw371joHBmmag1H/onsDuarVazekL2vZvl56e56gAAAAASUVORK5CYII=",False,<PIL.Image.Image image mode=L size=256x256 at 0x7958E393CAD0>,4.07574,58.177105,6.486991,0.0,0.0,0.32924175,0.0,5.897464,6.433437,0.0,25.215073,2.9539557,8.630648,0.0,5.502969,3.4552617,3.7654037,0.0,0.0,8.959614,0.0,15.113461,7.8331175,6.1930103,3.4102867,3.3828337,0.0,5.5402117,12.717734,0.0,6.5789566,4.6186914,0.0,18.399462,0.8900914,0.0,0.2656853,13.916838,6.2870274,7.0850105,13.991431,0.0,6.424305,12.960498,0.0,4.4332047,0.6583636,2.1975222,4.301121,7.810924,0.0,8.249949,0.0,0.685287,0.0,2.9972224,0.0,3.2052097,5.4761543,17.359404,3.6996036,5.3153586,4.680692,4.443089
BIZ_UDMincho,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAIAAAABACAAAAAD3vSCjAAABjElEQVR42u2Y3bKDIAyEA9P3ZvPkey60lVoriQ2HaYdcORZt2Hz5QZFp06YNtmRfChGMdBUkOziQvycEdEbsWxTIDgSlB4Xfo8BiZRyEdNeNcAVUe0CQXQyOZ2BoIRYhyVEQUiQJO1DoCkEPCrOZQXX1TXPrdENY2n+/LimR3RsLfQYKQZIAwND5gVYHqrElNGcqB9BaiOqaQQzcGVTDwo0SU9L4K2GxuGsv3z4H4HaxhCJggIBeCG7Rpb0+Pahh/zcPg5ZXelP/QjuOHcuiQ3CckAEM1tZWGdviEQogenbGTgFa9AKWB6MgTKu1izFFRDQhsBfXYW922fr3SAWsaU4RUcTXAXj8Q3AhwstgWpqj67CDSXEX42x6qfY7qLkVQPAJMofxd7Ft5UvbLgNDcAo5epCyr3yntbDuFDB1ww7fB/AUJ8iHXQGHCryTYJMHJJdnz3tHau1m2Ydid0P0OMRcMSkiove16bP98zWw7zXA0+BkmKCiGcAjSfQxS0P+1+o06fFVadq0ab9mf2AZJ43j476KAAAAAElFTkSuQmCC",False,<PIL.Image.Image image mode=L size=256x256 at 0x7958E393DA90>,14.569844,65.413345,14.308897,0.0,0.0,20.23367,0.0,23.678413,22.11411,0.0,12.72062,7.2079463,0.39797956,0.0,22.767307,20.137495,3.996739,7.9206505,13.390528,10.014734,0.0,14.582463,12.005847,11.504013,11.809668,17.432013,0.0,13.764044,16.896048,0.0,4.19191,10.824712,0.0,33.851486,14.436373,0.0,15.072016,54.090458,0.0,10.867142,46.229652,0.0,36.033764,8.909193,0.0,9.152722,0.0,10.810953,10.795787,25.069317,0.0,11.580239,0.0,7.8074255,0.0,6.2848597,0.0,14.873364,20.663166,10.218127,9.552802,5.5680265,0.0,22.406916
Arsenal_SC,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAIAAAABACAAAAAD3vSCjAAABb0lEQVR42u2YW3LDMAhFMenCujOhlTVdGf2w48RPLiqK2xnur7AHcXTRgyiVSqVSqRQqUVXV8N/e4MgvIiIa7sEJMFyAToVlZ3y5bAmoqqiqykUVkF4UHAhqFwY33APf9+Ez3gd8MQFHF5JxJUb3Ina5r6IdAc+UuxCQ6N4lD/+DMxv3jUBYcwMCe5HiCXAnArVGMpDnrKGZqepYq3ACUwJixssYKTEIXglU2AM11APqcfgYEMhgUUuAwTSOMWCvBypIIJCBLEtpMngMhzFYVdJkMI9CDBiuKMrAQ6uFgHk/eA5CDAabwHou5fw7pSqvnxoQPiAC24OgyLvuD9POupFNAGNgLsJCVIelrI3QVRJ2egA4mJW5SqWDBywfOGA1dSGrGcoq3O5F3HIWOmUgnq7lvx03XJ5LOIFjBrIJNxlw02n0hIH4do5gBCX6UeOwfvsMZCf8V48acuji/QvKQVKnCQS74K89LKVSqdR/0A9nd1eE+c5y4wAAAABJRU5ErkJggg==",False,<PIL.Image.Image image mode=L size=256x256 at 0x7958E393D400>,8.045961,19.36204,11.17341,0.0,0.0,14.640247,0.0,20.520372,8.261908,0.0,32.472374,6.8690085,24.748917,0.0,13.240606,7.8984857,10.764145,18.702044,18.816484,0.0,0.0,26.866865,9.199343,10.701717,11.457751,14.607653,0.0,9.835591,6.082745,0.0,16.978449,5.9719486,0.0,18.983637,29.946491,0.0,10.212872,15.288834,25.02142,20.290436,48.302254,0.0,31.721178,12.81415,0.0,16.766283,30.034805,11.845705,12.164153,15.38161,0.0,12.931863,0.0,1.5804328,0.0,17.328936,0.0,10.423459,11.161869,13.655231,3.7476587,14.6913,6.6830454,15.791638
Ancizar_Sans,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAIAAAABACAAAAAD3vSCjAAABU0lEQVR42u1X0RLCIAzrpv9N+DL9s/qwm8M5RqtBzrvmcSKEJmk3kUAgEAgE/gdQBX/X2bU68Qlc7EtvIjLdhyqgqoMlEME4Akkky0ATYjk/DbOAqopolyQ6mgD4Nrz6aCQRwGhV8BUwaYAlr8qVa23DTQ2207kMnpu1dlXVVSMwGTwv3ppIpUOIlt2OdW3Km59FMV11ZZWgvLarBIa11lacy4ibS2AYHiYC4wbAUdU9GoDjgZ3vHDbkEdiDR8AwjNDoNyf/M5jn2sOCoNr23XQNG8Il1vxhnOsSaJKcpwW5QwZaOXj5iZGCo3qfaPBKjUHg8LbVEuxOBG8WvJkiVRLjlX02NAH0/Eaa200gdzvcaEEYrXnwAsDpA3A8zyJasJQ+GVgHVO051s8DfB3DeuDPtNm68NcE9Kzj1FuBFp8RrSOmHs7dDILf5SUQCAQCgU/xAJPnNUdBHG/aAAAAAElFTkSuQmCC",False,<PIL.Image.Image image mode=L size=256x256 at 0x7958E393CC20>,8.83535,13.522796,10.818125,0.0,0.0,9.1446,0.0,8.249334,9.331999,0.0,17.977541,6.028996,0.35275337,0.0,11.6472435,8.279728,7.6008415,8.331979,11.813482,19.153755,0.0,10.29414,10.487712,10.183045,8.864908,7.7833967,0.0,8.8522835,5.0933475,0.0,13.65065,13.560716,0.0,2.759045,12.266069,0.0,10.5185795,0.0,8.878666,8.851693,59.574203,0.0,17.346128,26.348526,0.0,11.010794,16.262245,5.834613,9.888501,10.707436,0.0,8.20762,0.0,7.535836,0.0,12.907526,0.0,3.9820685,9.384802,10.302788,8.914615,11.48631,5.770528,13.602187
Baloo_Da_2,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAIAAAABACAAAAAD3vSCjAAABaUlEQVR42u1YW3LDIAyUCQdrT8bqZMnN6Efd+AUI2WI8k2o/HYyEVrsyIXI4HI7/jql3IYgSMeG2TPMvbksAcwLZeuNH57rnm7OXbQKhuwMGISjWMhFRuoeCJxHR9/Q1gIP+FsQsBduto2o1J0XLwNoEVpVoxX4LNmfAmAGZg1V0S9tYthJKcIgvZxBHmADTItg8WTIgcYBNfWA1PdZBJQ5QffO8E2qOsEuATeS4PbSut0042IaEak95cehjgLfPDCeSnEAaO5hjXwtiNw8kk0V3naLCWdZlaSjR+JPhaCZNHRTMGNc1mLt33a+SE4gnEytzkBfGYCSXnBUlOJr/5Qro+Euqu5aCAi4EqumAabAG6k9LLn3VilHmwfKUQSaVuyz6rEuHU+bQiJcsE6gG4kYDZsPJJQi+5hrzpPq7IWBAAk0d2F0NUH+/ZvKwHUXC1IE8veTwk9TuOPUTJR76t4bD4XA4HI5Pwg8VHb/PW3lJgAAAAABJRU5ErkJggg==",False,<PIL.Image.Image image mode=L size=256x256 at 0x7958E393DE50>,13.525221,0.0,17.34725,0.0,0.0,11.9118395,0.0,0.27488947,17.433836,0.0,0.15167195,17.622698,19.899046,0.0,19.958372,16.74664,14.922736,3.2014215,11.768152,0.0,0.0,18.125519,14.131296,17.768826,15.129305,17.22498,0.0,16.729988,21.104918,0.0,15.596945,20.457981,0.0,13.421267,10.565142,0.0,19.605238,0.0,24.921412,21.979202,45.24292,0.0,7.2832007,72.46299,0.0,17.024096,0.0,18.983105,15.170857,17.021725,0.0,17.601465,0.0,27.835241,0.0,17.788723,0.0,16.058987,11.8033,25.123081,10.573347,20.623568,11.061416,16.451431
Alike,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAIAAAABACAAAAAD3vSCjAAABp0lEQVR42u1XTXqFIAwMvh7MnszhZK+eLF2oVfj4STQ8FiVLQQkzk0kkGjFixIj/Hk6+FUTomSqY0RUB1uEljUlBQBMKJtXuxT6Bl3Tje2PspxcCzfSvo6ABBy8VAy04kJsAMzNzJwqWZmKQawC+owjR1AokNswMok0EVQ6AXS6AoQTPBLh8OAcBmzKcZ6JvIjdXKhHveSYi8uu6bntnm7I9rlK7FYJlWdlOGgl6iQwRdnoYSeC8YQmC8Mqwcq7zzJoMo+wkOpxUJuArbuhbGdFxJDq60JXWAgcgcwqgGU8ctCNEfc4Np2HWDNMs2CvSgJfLsMkokghI1VM1AieDUf0eTvrd4xpQQhB3RCMbjjOSM/YcgOQRKOG1jyIGCSBxVCGBaMkogQzKAtVLEphu/wkh88RbmwByRNfL3gCB5E0/6IZFrmGCwA0Gshy0oQD55oReDOQgiJjBYydE1vDSbhg+hcyKXR765cAbMSfLhYzrIv5eoYWI/L7R3yAL2XaCUq9B1DAFDenLdno5wfHCW7vsp3Bp8MX/4UTZICyiPtP8iBEjRgjjF3ZZCqSGX8wbAAAAAElFTkSuQmCC",True,<PIL.Image.Image image mode=L size=256x256 at 0x7958E393C620>,16.826487,0.0,21.032763,0.0,0.0,13.712695,0.0,5.3749156,19.15503,0.0,42.380272,24.423746,32.510063,0.0,21.193708,23.89483,9.236795,26.246035,12.162231,26.565872,0.0,33.7341,19.649767,19.284418,15.187265,37.47314,0.0,12.997117,23.741268,0.0,12.836024,22.539654,0.0,19.715374,14.0776825,0.0,18.129055,33.21381,22.393763,10.741064,36.304756,0.0,57.110348,9.027955,0.0,7.531689,9.648436,19.129274,12.49255,18.679562,0.0,15.242962,0.0,1.6826895,0.0,13.522749,0.0,15.279912,2.0413399,3.1626174,23.863533,17.340588,28.994028,17.418667
Beau_Rivage,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAIAAAABACAAAAAD3vSCjAAAB5klEQVR42u1Zy7aDIAyMPf53xi9PFwoIGIheQhfXbFqrhxknDxJK9Nprr/3YlhvPgjh83YgwmSmkMmCeAuDjvYkOWA5SYAYBIaINtUuIR3Aw4ItoGICku4Cb+9ELD2D/+AV+1EFExMcBsLnpkQKfUTIdOeLjAdtDjiFgChM44VsIQAQ2pXySYH/CS4D+yju+mwB9Cfbs9xOgx2DHhyeBPcjb7Bw9EJsBgAglkfDmrgKcq72C7yzAqd4qGSJzCCgB2AlBAI6hQZoAsVFx1CY5viKAAC6++FAKxSk2BRPKU/ma8RY8BUj4JUyiZsBfn8xFdVpm3RCHOxgruGaloxux8XgwqZY5ibER58tIvBTD+qsNHxWhRetH0+WoRhWVjrm0hQdi4A1LAUgTv8DJUmBMFGo78DWBJAAmTWqVHkgEaHg2XqSWXAcEHvYouItfEwiJk6g8d7cBPw+BcHXq0/GXeDf0xxUBHKCBCm6obxuB+gSQfu/ir8VJUOekylC5mXhJ+9fWI/DRSvzF/subaeeI+MS03EqEZunSykpVh1KXcrsZbRVvaNyOzfhx51se0YiWHi1nsgiP6zruDqcYdWibNfP5TOY59i1VplE6fAURzziJvRpCY8PnDbg02t9t+n8Cr7322r+0L7OB98BQML1pAAAAAElFTkSuQmCC",False,<PIL.Image.Image image mode=L size=256x256 at 0x7958E393E270>,0.0,41.561695,11.132753,0.0,0.0,25.206543,0.0,32.168415,0.0,0.0,41.773735,10.46825,7.906792,0.0,0.0,0.0,12.554216,2.954435,19.332573,35.548943,0.0,0.0,0.0,0.026873589,22.816566,29.67255,0.0,0.0,31.72917,0.0,0.0,29.409233,0.0,17.982748,0.7075653,0.0,25.25756,14.361572,22.940971,20.84221,11.101971,0.0,24.218649,27.172026,0.0,18.709543,24.248493,27.527418,10.115258,0.0,0.0,3.848341,0.0,8.491606,0.0,9.720855,0.0,28.309574,31.709164,37.817062,2.01334,11.847804,25.720629,11.960716
BBH_Hegarty,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAIAAAABACAAAAAD3vSCjAAABTklEQVR42u1XS3bDIAwUNPfWcLLmZnTRrrAsQBI475XZ5CUYEJqPA9HBwcHBwacDVUTY+tla17YC+DMZiOMg08McpM54Nc+M6QCWc/ylD38rvXvvoKA62IugAOvpyU+HgNpH8ORcEDFRCdNuk0JovyuPi/OnC6jtAmoaXncbKSBPqEyXZFMOB9BwaYByJOGdAXcHumDVL+y1ISZIqbMpZmCgyqzoL22PCyBNh+yDai8gO5NiYRTz+IZYUQCGdrlRekkppWAJQlFGHVPGCg2ILSjNZ+y/YelYdyf1dGDbdSB77cXLbLgpCvJCBrBBgr+me9KGRISL3/7SITCFOi1A9MsIG3WYAyTo8sFraMGi1scosbmFDnnC+A3pRg3wfI+T+faaDZRCqLhQhzdPFJfuDyBcH0JYCAwEZeTVDFbfpWI5f4r1T/D1/ODg4OBf4AfCXk5euxraAgAAAABJRU5ErkJggg==",False,<PIL.Image.Image image mode=L size=256x256 at 0x7958E393DA30>,24.525208,10.82112,30.333529,0.0,0.0,5.834002,0.0,132.58862,62.67021,0.0,33.819653,38.145397,86.66855,0.0,42.99468,57.57256,60.45951,3.0393758,51.531185,69.20225,0.0,0.0,68.64093,19.064535,38.277313,91.04536,0.0,29.275518,36.838345,0.0,24.807062,0.0,0.0,34.011124,23.265724,0.0,41.35419,0.0,39.19309,37.942867,17.638353,0.0,45.041615,0.0,0.0,43.887253,47.164185,1.6690397,19.374245,54.57634,0.0,71.36933,0.0,54.686836,0.0,13.155418,0.0,36.326077,57.613598,30.3565,25.125797,35.88062,53.96887,35.951393
Atkinson_Hyperlegible_Mono,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAIAAAABACAAAAAD3vSCjAAABcklEQVR42u1YwXLFIAgkmf6365fzDknbGBUhkDrTcQ/vEgcIuyy+EC0sLCwsLEzGpj/KtuNK7OqT+PmZ1AG2diy4A3hJA7vhbM7v1aFggJnAzLPyH7mZGfMoyER5ng/wcZTD52BXz0A2jQPiJYhfKYzlcgDBErxWokivK+HLIEEiopwUfnmeTUQpbaEMDDko3xpRNFyzijHvGaMqwCUMpJBVviDvvEaRQjaehRRQxpU5wKgnPgnau4pRAQonRGlsiPW53WICky4kqa4m/eU9quZcIyzEbYQ6xEhY5Trwi1BDS5E9fV8hc97yCwxIHJwvD6jH8AEDghXULXcXcONTZpbtetHfB5QzF/7PibtwsuWQoCnXsIB9OG6WQXowdA99QG3HyVdAd/NpV2K8DQvcdizLowGYXq/RFe91TJJwozmtOzHBM4bSKus2/NwDxz72ebE4w+hZwd2sHAXIu7z5FKjWxaCA+A9/ePmr1sLCwsK/wwdUCJ/w3M7mdwAAAABJRU5ErkJggg==",False,<PIL.Image.Image image mode=L size=256x256 at 0x7958E393D6D0>,14.562865,5.7545705,11.122049,0.0,0.0,20.609175,0.0,15.713622,11.781601,0.0,34.578182,14.104458,20.163582,0.0,20.47851,10.959853,5.301329,8.196252,8.743559,2.962652,0.0,4.0085025,7.898495,13.456752,8.29726,19.059694,0.0,9.817751,11.858153,0.0,14.122412,0.0,0.0,1.4156036,16.3328,0.0,11.720821,30.401169,21.348558,14.001068,42.90518,0.0,0.3903056,3.4970114,0.0,5.872851,2.4679735,12.974354,11.494003,4.589849,0.0,14.518321,0.0,6.0788465,0.0,10.845677,0.0,10.325294,12.962815,10.1491165,10.868267,12.525347,22.681189,10.2666855
Amiko,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAIAAAABACAAAAAD3vSCjAAABg0lEQVR42u1YQXLDIAyU7TysP2N5WduX0UOcloBACMnj6Qx7yUyCpWVXCDlECwsLg0B6wjvuMbrw8/zcvu4VwF2CQymAuwT7PytBfw8OhQPx++OuMsS59ZRSSrixBiIRUbiBQPjNTkTkKsE25EB4LU0jD+GlUvTi+mc9xCrIz4tXweRZhahFeicGyI4/uq2gzu/CII/T9yBLC7gxeN90txueuQs+ngIIEpS/wEWCIkiXAFhPPB1QxoQDgXLHOlntBOo96AnAfBfE624kkUBoN3w1dR8HdGUI6znkPJTKEPDrxvwx6kXVXgePIRpscaA5OWjwGCnB0FC6lz/2a3hiGq/RXA63Iuzmr+MyX8PUiJTMn8sjfBsR0caA9TfMsN7Hp/G6wcGh9e2ipDCZE8wWRNM7EkwKTMUPtr40Ps0wraC8I6xzcf9ZNM58McAbhkJpnGP41S8FoOsItCeFt145T0Byj50K6sti+jKQB2rWXpRXhURgI2/ggn8xFhYWFhYWFq7ED+pZhaWKQecOAAAAAElFTkSuQmCC",True,<PIL.Image.Image image mode=L size=256x256 at 0x7958E393C8F0>,14.639254,3.6673572,17.86115,0.0,0.0,19.316128,0.0,16.051971,28.799389,0.0,24.09512,20.051723,17.189363,0.0,19.381264,26.657166,14.52833,12.739582,24.588245,23.569496,0.0,48.57875,30.825758,19.665855,32.59692,0.35051084,0.0,17.898848,12.684613,0.0,23.207188,29.36354,0.0,41.877285,13.943941,0.0,15.722673,9.461079,2.9522119,22.881647,0.0,0.0,22.341383,64.921616,0.0,8.947683,23.34531,7.772825,16.608486,21.367435,0.0,26.158707,0.0,2.2251983,0.0,24.148535,0.0,14.653468,28.018795,48.55602,16.135069,18.358768,41.79581,24.738842
Anton_SC,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAIAAAABACAAAAAD3vSCjAAABBElEQVR42u1YSRKDMAxLM/235ZenBw4tBbIqYxKiawwjy7JYnFtYWEgC4R8g3t1btzcmAZlJgVe6JFRdZaVA8cYMugUoPqAQUBsFGmNPiArgPh4gRtSgWyC3HcHJxjQ75yfTvm8GyWKXG4VcBeCeYkJiJPheHtTMjfHUXmV2D8CWAGxsugufkEii01q0KSCdux4siNSaQJXaQiJQ2r1yFKgLQp3WhOYEUFULDgHZBaCw0rfPCCT23lhGQJYJTb7XYn88Ig/Zy9oGBeCm98C78NlSNU+AQGCbRt5IdCsLHUYAul98j90Cj4AMvQVKaOMQJpF0ORwhJ4l8bVf2I+gfkgsLD8EH31nvj4pfYfMAAAAASUVORK5CYII=",False,<PIL.Image.Image image mode=L size=256x256 at 0x7958E393D040>,4.7484274,82.59135,37.061413,0.0,0.0,36.769993,0.0,123.54655,27.755383,0.0,0.0,33.23614,51.24942,0.0,31.995457,8.537989,41.42734,55.659355,18.062494,16.745205,0.0,68.15278,39.159332,29.04085,18.54296,27.680609,0.0,26.676075,35.12988,0.0,46.890285,56.33012,0.0,50.098568,58.7127,0.0,29.063835,82.50938,34.175602,22.233784,20.604698,0.0,55.07445,2.6027853,0.0,43.924095,41.979088,46.34699,45.05532,39.89096,0.0,52.670708,0.0,35.402557,0.0,32.12813,0.0,14.78406,63.917828,39.622074,42.10201,31.187464,19.755774,38.013283
Baloo_Paaji_2,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAIAAAABACAAAAAD3vSCjAAABaUlEQVR42u1YW3LDIAyUCQdrT8bqZMnN6Efd+AUI2WI8k2o/HYyEVrsyIXI4HA7Hf8fUuxBEiZhwW6b5F7clgDmBbL3xo3Pd883ZyzaB0N0BgxAUa5mIKN1DwZOI6Hv6GsBBfwtiloLt1lG1mpOiZWBtAqtKtGK/BZszYMyAzMEquqVtLFsJJTjElzOII0yAaRFsniwZkDjApj6wmh7roBIHqL553gk1R9glwCZy3B5a19smHGxDQrWnvDj0McDbZ4YTSU4gjR3Msa8FsZsHksmiu05R4SzrsjSUaPzJcDSTpg4KZozrGszdu+5XyQnEk4mVOcgLYzCSS86KEhzN/3IFdPwl1V1LQQEXAtV0wDRYA/WnJZe+asUo82B5yiCTyl0WfdalwylzaMRLlglUA3GjAbPh5BIEX3ONeVL93RAwIIGmDuyuBqi/XzN52I4iYepAnl5y+Elqd5z6iRIP/VvD4XA4HI5Pwg+8I7/Pi8YGAgAAAABJRU5ErkJggg==",False,<PIL.Image.Image image mode=L size=256x256 at 0x7958E393DE80>,13.525221,0.0,17.34725,0.0,0.0,11.9118395,0.0,0.27488947,17.433836,0.0,0.15167195,17.622698,19.899046,0.0,19.958372,16.74664,14.922736,3.2014215,11.768152,0.0,0.0,18.125519,14.131296,17.768826,15.129305,17.22498,0.0,16.729988,21.104918,0.0,15.596945,20.457981,0.0,13.421267,10.565142,0.0,19.605238,0.0,24.921412,21.979202,45.24292,0.0,7.2832007,72.46299,0.0,17.024096,0.0,18.983105,15.170857,17.021725,0.0,17.601465,0.0,27.835241,0.0,17.788723,0.0,16.058987,11.8033,25.123081,10.573347,20.623568,11.061416,16.451431
Barrio,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAIAAAABACAAAAAD3vSCjAAABiElEQVR42u1YW27DMAxzvYv1ZqFPtt6M+0iGpPOLcmQUGMyvohEUidTDTggLCwv/Efj0+2kwjha/+CwFVAMgOYdY0S9MAXzJlt8hhMdLMHw+RUOrAmpm5BQNgGAJABO6QCzv3WTzVyAESImRNgoMw0UrApKYUAXE4VtqQugURIv2SbDcsh+O413RYM/dXYPDXZ/ZI0ZdA7UNk71dN1cFII7538zlToymCQR51aYJTagUwUmRWobGUZxkaZPnueQ8Y/Wq+/LYsxMvh7y222uRwnEhXBxBDkCkIModoOzk7dyG+8vhrUAnL2ZwmsN/gIYCoumcAMgpFED2WgoAvoOoWYZong9ur+I3QlSqPDTIroRVr+RABAMSyFM+JZebalZHNQ1Ks9dDhNxBI4BiWeBuEyqp1uLqUhA1zcXuSuV/4FoCtVwbvNC3BCrvqizquxsBtQAspXmHgnL0lQAw8LkgjnMjnlLSrY2AMnsFDTobAv4MvOeM0S8mcWgKwHIb8tkICwsLCwsL0/ADxmkDw4ASYtIAAAAASUVORK5CYII=",True,<PIL.Image.Image image mode=L size=256x256 at 0x7958E393E090>,31.047886,41.13427,24.87531,0.0,0.0,48.397194,0.0,43.901783,26.114595,0.0,17.01591,36.372932,88.741325,0.0,29.221914,9.989133,0.8986869,24.131723,4.6888924,28.84355,0.0,32.106304,0.28892457,14.955416,5.0412693,27.513622,0.0,24.001133,0.0,0.0,15.707457,28.489277,0.0,0.0,0.0,0.0,32.669018,42.38494,8.765497,0.0,18.636784,0.0,4.5669775,36.90085,0.0,35.49524,54.836876,8.941933,10.732487,18.071344,0.0,20.907524,0.0,26.675838,0.0,20.673168,0.0,33.55316,50.082817,50.925396,47.251953,15.1182165,5.26272,16.936085
Baloo_Tammudu_2,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAIAAAABACAAAAAD3vSCjAAABVklEQVR42u1YXZqEIAwLLgebPRnlZDs3676Mn39AAeM8NY+KtDRNqgJ90BUCLpa+ZeywwwkAADIAJHICP33L/gDgN7wAhDe+D/mwr6qq3K3j0OqcBlqG2TfrycXWgYhuihEyAzYHu+hK5GvbyijBJb6dQXzCBDI2wWpgMmBxIIf6CMs690EtDqT65LwTjhzhlECmyPF46LHepnBwDClDe9qLlz4G8vEacSLZCaRnB3Psa0E5zQPLZKW7TnHAWfZlaSiR/MpwNZOmDgpmLPc1qN27nlfZCcTJxMoc6MaYkOSiOlCCq/nfrsAYfwkAAlmGJRGkhg4yHtZA/WrJpe9asZR5YJ5ysUnNXRY969LLlDk04iVmAtVAudGASpxchuBrrvGZVOsXgjyQQFMHvE8DqT9fM3nhjiJj6og9vezwwWp3mbqFlB/9reFwOBwOh8PhcDgcDgcR/2uctdGZ72IkAAAAAElFTkSuQmCC",False,<PIL.Image.Image image mode=L size=256x256 at 0x7958E393DEE0>,18.033907,46.913715,0.0,0.0,0.0,15.935665,0.0,29.384104,25.508814,0.0,41.37701,24.538393,16.241705,0.0,15.144358,0.0,21.77206,68.50864,0.0,0.0,0.0,9.027174,0.0,15.111683,6.1322055,29.873047,0.0,0.016780257,10.453791,0.0,24.105255,63.777336,0.0,33.587082,0.0,0.0,5.716549,32.201355,0.0,0.0,20.699362,0.0,0.0,80.20075,0.0,0.0,65.66461,0.037653208,23.076696,0.0,0.0,0.0,0.0,89.65504,0.0,22.592848,0.0,4.6118026,18.458996,0.0,27.107254,0.08356312,64.043846,0.0
